username,score
RyanNguyenHC,0
SNAKJI_,0
ScizRtrading,0
SexyMichill,0
Shark_Betz,0
SheepOfBitmex,0
ShillusMaximus,0
ShouldHaveCat,0
SishimiCapital,0
Hydraze420,0
SmartBiZon,0
SmartMoneyAlrt,0
SolvingFrank,0
RexHuang7,0
Reethmos,0
Pancakesbrah,0
Rawrcapital,0
KarolTatius,0
PedroFounder,0
Peterandjuly0,0
KaptajnAhab,0
Pilla_eth,0
Kai8181,0
KRMA_0,0
KAIZ3NS,0
Jun57903Jun,0
QDfund,0
JasonYanowitz,0
RJ_Killmex,0
JLittleNFT,0
JKap415,0
J777Crypto,0
Its_Josef9,0
ItsAditya_xyz,0
ElfFarmer,0
bitgoten,0
ledgerstatus,0
henri_stern,0
greektoshi,0
CoinBurner,0
guywithjpegs,0
hailey_grice,0
halalmilady,0
hardriversz,0
hash_cough,0
haze0x,0
Chris_Defi,0
bittybags,0
hmd5014,0
Cheguevoblin,0
hongshen6666,0
Chad_Hominem_,0
ChadMongman,0
hyuktrades,0
Call_Me_Corny,0
ihzn7,0
CoinGurruu,0
gofuckinglong,0
glebble,0
giciullini,0
friend_tools,0
friendtech_gang,0
friendtechetf,0
friendvision_,0
friendwhales,0
fundpublic777,0
funghibull,0
fvckrender,0
CreedNFT,0
CrayCreigh,0
galaxyRTK,0
Corbino25,0
CookerFlips,0
gatiencnts,0
gatitayan77,0
ColeThereum,0
giamdoxlong,0
ilovegraciexo,0
iluvfishnchips_,0
imawful69_,0
jrrrrrr21,0
kaiynne,0
BitBoyJay,0
kazonomics,0
kdimes00,0
BillyM2k,0
kevindurian123,0
BigHuni,0
keydrop_fun,0
BigDickBull69,0
killeracid,0
kimjongpark3,0
kkwak39,0
BensonTWN,0
Bassjackers,0
krybharat,0
l_mod1,0
leap_xyz,0
jrugss,0
jpegstrader,0
CTCTE_10,0
jojocash888,0
CSURAM88,0
imveryshort112,0
CL207,0
intern,0
inyourvvalls,0
BussyFiller69,0
itszore,0
Brentsketit,0
BrainBroCrypto,0
jasm_eth,0
jayinnelin,0
jenfoxxuwu,0
Blockchain_C,0
jessewldn,0
jetneptune_,0
jimtalbot,0
BlazingDegen,0
frenlend,0
frengametech,0
ManaMoonNFT,0
captain6171,0
DrgStefanescu,0
DrgRudygunawan,0
charllparkes,0
DigitsDao,0
chinesefiat,0
chloezhao2023,0
chowfun69,0
cing8931,0
ckytsl1997,0
classicmuffinn,0
DiazEscorche,0
coindae,0
DekuKing1,0
countertrademoi,0
Defi_Maestro,0
crossing_panda,0
cryethereum,0
chadstrdaumus0,0
DujunX,0
crypto_bitlord7,0
caitlinxyz,0
Edward__Park,0
blackbird_xyz,0
boatnudlez,0
boldleonidas,0
ECAP100,0
boxofcorey,0
boysnoize,0
bparispoker,0
DynamoxEth,0
DylanCui1,0
brrnaby,0
DukeOfWapping,0
bryptoRomi,0
btc_jx,0
bulltrapper0,0
bundo_eth,0
buyingyourstops,0
DeFiTeddy2020,0
crypto_leszcz,0
CryptoFinally,0
doclyndems,0
domodata,0
dong_fz,0
dotyyds1234,0
dpats_,0
dragonseller88,0
drakeondigital,0
duaud9912,0
edos189,0
emilyccgo,0
eosdapper,0
epixemily,0
eskacie,0
CryptoNinja_NFT,0
exit_friends,0
floppingblue,0
forcefie1d,0
frankdegods,0
doloxbt,0
disclosure,0
DarkCryptoLord,0
dingalingts,0
cryptoricher001,0
cryptosfo,0
cryptosiem,0
cryptowilliamm,0
cubantobacco,0
DailyLoud,0
DWBenefield,0
dapanji_eth,0
darrownd,0
defi_darling,0
CyborgNomad,0
defipeasant,0
degen_fi,0
degenharambe,0
derekedws,0
Cutiepii33Quinn,0
dex88p,0
zxocw,0
